23,2307,12월 전반,츠와부키상,,Pre-OP,츄쿄,잔디,1400,,,단거리
23,2308,12월 전반,히이라기상,,Pre-OP,나카야마,잔디,1600,우,외측,마일
23,2309,12월 전반,사잔카상,,Pre-OP,한신,잔디,1200,우,내측,단거리
24,2401,12월 후반,호프풀 스테이크스,,G1,나카야마,잔디,2000,우,내측,중거리
24,2402,12월 후반,クリスマスローズ ステークス,,OP,나카야마,잔디,1200,우,외측,단거리
24,2403,12월 후반,센료상,,Pre-OP,한신,잔디,1600,우,외측,마일
25,2501,1월 전반,신잔 기념,,G3,교토,잔디,1600,우,외측,마일
25,2502,1월 전반,페어리 스테이크스,,G3,나카야마,잔디,1600,우,외측,마일
25,2503,1월 전반,케이세이배,,G3,나카야마,잔디,2000,우,내측,중거리
25,2504,1월 전반,주니어컵,,OP,나카야마,잔디,1600,우,외측,마일
25,2505,1월 전반,고바이 스테이크스,,OP,교토,잔디,1400,우,외측,단거리
26,2601,1월 후반,와카코마 스테이크스,,OP,교토,잔디,2000,우,내측,중거리
26,2602,1월 후반,크로커스 스테이크스,,OP,도쿄,잔디,1400,좌,,단거리
27,2701,2월 전반,키사라기상,,G3,교토,잔디,1800,우,외측,마일
27,2702,2월 전반,퀸컵,,G3,도쿄,잔디,1600,좌,,마일
27,2703,2월 전반,공동통신배,,G3,도쿄,잔디,1800,좌,,마일
27,2704,2월 전반,엘핀 스테이크스,,OP,교토,잔디,1600,우,외측,마일
28,2801,2월 후반,히야신스 스테이크스,,OP,도쿄,잔디,1600,좌,,마일
28,2802,2월 후반,스미레 스테이크스,,OP,한신,잔디,2200,우,내측,중거리
28,2803,2월 후반,마가렛 스테이크스,,OP,한신,잔디,1200,우,내측,단거리
29,2901,3월 전반,아네모네 스테이크스,,OP,나카야마,잔디,1600,우,외측,마일
29,2902,3월 전반,쇼류 스테이크스,,OP,츄쿄,잔디,1400,좌,,단거리
29,2903,3월 전반,야요이상,,G2,나카야마,잔디,2000,우,내측,중거리
29,2904,3월 전반,필리스 레뷰,,G2,한신,잔디,1400,우,내측,단거리
29,2905,3월 전반,튜립상,,G2,한신,잔디,1600,우,외측,마일
30,3001,3월 후반,히아신스 스테이크스,,G3,나카야마,잔디,1800,우,내측,마일
30,3002,3월 후반,와카바 스테이크스,,OP,한신,잔디,2000,우,내측,중거리
30,3003,3월 후반,스프링 스테이크스,,G2,나카야마,잔디,1800,우,내측,마일
30,3004,3월 후반,팩콘 스테이크스,,G3,츄쿄,잔디,1400,좌,,단거리
30,3005,3월 후반,마이니치배,,G3,한신,잔디,1800,우,외측,마일
31,3101,4월 전반,후쿠류 스테이크스,,OP,나카야마,더트,1800,우,,마일
31,3102,4월 전반,와스레나구사상,,OP,한신,잔디,2000,우,내측,중거리
31,3103,4월 전반,오카상 (일본 1000 기니),,G1,한신,잔디,1600,우,외측,마일
31,3104,4월 전반,사츠키상 (일본 2000 기니),,G1,나카야마,잔디,2000,우,내측,중거리
31,3105,4월 전반,뉴질랜드 트로피,,G2,나카야마,잔디,1600,우,외측,마일
31,3106,4월 전반,알링턴컵,,G3,한신,잔디,1600,우,외측,마일
32,3201,4월 후반,타치바나 스테이크스,,OP,교토,잔디,1400,우,외측,단거리
32,3202,4월 후반,탄고 스테이크스,,OP,교토,잔디,1400,우,,단거리
32,3203,4월 후반,스위트피 스테이크스,,OP,도쿄,잔디,1800,좌,,마일
32,3204,4월 후반,플로라 스테이크스,,G2,도쿄,잔디,2000,좌,,중거리
32,3205,4월 후반,아오바상,,G2,도쿄,잔디,2400,좌,,중거리
33,3301,5월 전반,프린시팔 스테이크스,,OP,도쿄,잔디,2000,좌,,중거리
33,3302,5월 전반,세이류 스테이크스,,OP,도쿄,잔디,1600,좌,,마일
33,3303,5월 전반,NHK 마일컵,,G1,도쿄,잔디,1600,좌,,마일
33,3304,5월 전반,교토신문배,,G2,교토,잔디,2200,우,외측,중거리
34,3401,5월 후반,호스 스테이크스,,OP,교토,더트,1800,우,,마일
34,3402,5월 후반,하쿠백합 스테이크스,,OP,교토,잔디,1800,우,외측,마일
34,3403,5월 후반,우준히메바 (일본 오크스),,G1,도쿄,잔디,2400,좌,,중거리
34,3404,5월 후반,도쿄 우준 (일본 더비),,G1,도쿄,잔디,2400,좌,,중거리
34,3405,5월 후반,아오이 스테이크스,,G3,교토,잔디,1200,우,내측,단거리
35,3501,6월 전반,머메이드 스테이크스,,G3,한신,잔디,2000,우,내측,중거리
35,3502,6월 전반,텐포잔 스테이크스,,OP,한신,더트,1400,우,,단거리
35,3503,6월 전반,슬레이프닐 스테이크스,,OP,도쿄,더트,2100,좌,,중거리
35,3504,6월 전반,야스다 기념,,G1,도쿄,잔디,1600,좌,,마일
35,3505,6월 전반,나루오 기념,,G3,한신,잔디,2000,우,내측,중거리
35,3506,6월 전반,엡솜컵,,G3,도쿄,잔디,1800,좌,,마일
36,3601,6월 후반,유니콘 스테이크스,,G3,도쿄,더트,1600,좌,,마일
36,3602,6월 후반,아할테케 스테이크스,,OP,도쿄,더트,1600,좌,,마일
36,3603,6월 후반,요나고 스테이크스,,OP,한신,잔디,1600,우,외측,마일
36,3604,6월 후반,오누마 스테이크스,,OP,하코다테,더트,1700,우,,마일
36,3605,6월 후반,파라다이스 스테이크스,,OP,도쿄,잔디,1400,좌,,단거리
36,3606,6월 후반,산노미야 스테이크스,,OP,한신,더트,1800,우,,마일
36,3607,6월 후반,타카라즈카 기념,,G1,한신,잔디,2200,우,내측,중거리
36,3608,6월 후반,하코다테 스프린트 스테이크스,,G3,하코다테,잔디,1200,우,,단거리
37,3701,7月前,프로키온 스테이크스,,G3,츄쿄,더트,1400,좌,,단거리
37,3702,7月前,토모에상,,OP,하코다테,잔디,1800,우,,마일
37,3703,7月前,마린 스테이크스,,OP,하코다테,잔디,1700,우,,마일
37,3704,7月前,메이테츠배,,OP,츄쿄,더트,1800,좌,,마일
37,3705,7月前,재팬 더트 더비,,G1,Oi,더트,2000,우,,중거리
37,3706,7月前,CBC상,,G3,츄쿄,잔디,1200,좌,,단거리
37,3707,7月前,타나바타상,,G3,후쿠시마,잔디,2000,우,,중거리
37,3708,7月前,하코다테 기념,,G3,하코다테,잔디,2000,우,,중거리
37,3709,7月前,라디오닛케이상,,G3,후쿠시마,잔디,1800,우,,마일
38,3801,7월 후반,퀸 스테이크스,,G3,삿포로,잔디,1800,우,,마일
38,3802,7월 후반,후쿠시마 테레비 오픈,,OP,후쿠시마,잔디,1200,우,,단거리
38,3803,7월 후반,츄쿄 기념,,G3,츄쿄,잔디,1600,좌,,마일
38,3804,7월 후반,아이비스 서머 대시,,G3,니이가타,잔디,1000,Straight,,단거리
39,3901,8월 전반,엘름 스테이크스,,G3,삿포로,더트,1700,우,,마일
39,3902,8월 전반,삿포로 닛케이 오픈,,OP,삿포로,잔디,2600,우,,장거리
39,3903,8월 전반,UHB상,,OP,삿포로,잔디,1200,우,,단거리
39,3904,8월 전반,아소 스테이크스,,OP,코쿠라,더트,1700,우,,마일
39,3905,8월 전반,칸에츠 스테이크스,,OP,니이가타,잔디,1700,좌,외측,마일
39,3906,8월 전반,코쿠라 기념,,G3,Kokura,잔디,2000,우,,중거리
39,3907,8월 전반,세키야 기념,,G3,니이가타,잔디,1600,좌,외측,마일
39,3908,8월 전반,레오파드 스테이크스,,G3,니이가타,더트,1800,좌,,마일
40,4001,8월 후반,NST상,,OP,니이가타,더트,1800,좌,,마일
40,4002,8월 후반,BSN상,,OP,니이가타,더트,1200,좌,,단거리
40,4003,8월 후반,코쿠라 닛케이 스테이크스,,OP,코쿠라,잔디,1800,우,,마일
40,4004,8월 후반,토키 스테이크스,,OP,니이가타,잔디,1400,좌,내측,단거리
40,4005,8월 후반,삿포로 기념,,G2,삿포로,잔디,2000,우,,중거리
40,4006,8월 후반,기타큐슈 기념,,G3,Kokura,잔디,1200,우,,단거리
40,4007,8월 후반,킨랜드컵,,G3,삿포로,잔디,1200,우,,단거리
41,4101,9월 전반,센타우르 스테이크스,,G2,한신,잔디,1200,우,내측,단거리
41,4102,9월 전반,로즈 스테이크스,,G2,한신,잔디,1800,우,외측,마일
41,4103,9월 전반,니이가타 기념,,G3,니이가타,잔디,2000,좌,외측,중거리
41,4104,9월 전반,케이세이배 오텀 핸디캡,,G3,나카야마,잔디,1600,우,외측,마일
41,4105,9월 전반,시온 스테이크스,,G3,나카야마,잔디,2000,우,내측,중거리
41,4106,9월 전반,탄초 스테이크스,,OP,삿포로,잔디,2600,우,,장거리
41,4107,9월 전반,에니프 스테이크스,,OP,한신,잔디,1400,우,,단거리
41,4108,9월 전반,라디오닛폰상,,OP,나카야마,잔디,1800,우,,마일
42,4201,9월 후반,스프린터즈 스테이크스,,G1,나카야마,잔디,1200,우,외측,단거리
42,4202,9월 후반,고베신문배,,G2,한신,잔디,2400,우,외측,중거리
42,4203,9월 후반,올 커머스,,G2,나카야마,잔디,2200,우,외측,중거리
42,4204,9월 후반,세인트라이트 기념,,G2,나카야마,잔디,2200,우,외측,중거리
42,4205,9월 후반,시리우스 스테이크스,,G3,한신,더트,2000,우,,중거리
42,4206,9월 후반,포트아일랜드 스테이크스,,OP,한신,잔디,1600,우,외측,마일
42,4207,9월 후반,나가츠키 스테이크스,,OP,나카야마,더트,1200,우,,단거리
43,4301,10월 전반,마이니치 왕관,,G2,도쿄,잔디,1800,좌,,마일
43,4302,10월 전반,교토 대상전,,G2,교토,잔디,2400,우,외측,중거리
43,4303,10월 전반,후추 우준소녀 기념,,G2,도쿄,잔디,1800,좌,,마일
43,4304,10월 전반,오발 스테이크스,,OP,교토,잔디,1200,우,내측,단거리
43,4305,10월 전반,그린채널컵,,OP,도쿄,더트,1400,좌,,단거리
43,4306,10월 전반,옥토버 스테이크스,,OP,도쿄,잔디,2000,좌,,중거리
43,4307,10월 전반,신에츠 스테이크스,,OP,니이가타,잔디,1400,좌,내측,단거리
43,4308,10월 전반,우즈마사 스테이크스,,OP,교토,더트,1800,우,,마일
44,4401,10월 후반,스완 스테이크스,,G2,교토,잔디,1400,우,외측,단거리
44,4402,10월 후반,후지 스테이크스,,G2,도쿄,잔디,1600,좌,,마일
44,4403,10월 후반,室酊ステークス,,OP,,더트,1200,우,,단거리
44,4404,10월 후반,브라질컵,,OP,,더트,2100,좌,,중거리
44,4405,10월 후반,카시오페이아 스테이크스,,OP,,잔디,1800,우,외측,마일
44,4406,10월 후반,루미에르 오텀 대시,,OP,,잔디,1000,Straight,,단거리
44,4407,10월 후반,텐노상 (가을),,G1,도쿄,잔디,2000,좌,,중거리
44,4408,10월 후반,슈카상,,G1,교토,잔디,2000,우,내측,중거리
44,4409,10월 후반,기쿠카상,,G1,교토,잔디,3000,우,외측,장거리
45,4501,11월 전반,아르헨티나 공화국배,,G2,도쿄,잔디,2500,좌,,장거리
45,4502,11월 전반,미야코노조 스테이크스,,G3,교토,더트,1800,우,,마일
45,4503,11월 전반,무사시노 스테이크스,,G3,도쿄,더트,1600,좌,,마일
45,4504,11월 전반,후쿠시마 기념,,G3,후쿠시마,잔디,2000,우,,중거리
45,4505,11월 전반,오로컵,,OP,도쿄,잔디,1400,좌,,단거리
45,4506,11월 전반,엘리자베스 여왕배,,G1,교토,잔디,2200,우,외측,중거리
45,4507,11월 전반,JBC 레이디스 클래식,,G1,Oi,더트,1800,우,,마일
45,4508,11월 전반,JBC 스프린트,,G1,Oi,더트,1200,우,,단거리
45,4509,11월 전반,JBC 클래식,,G1,Oi,더트,2000,우,,중거리
46,4601,11월 후반,케이한배,,G3,교토,잔디,1200,우,내측,단거리
46,4602,11월 후반,안드로메다 스테이크스,,OP,교토,잔디,2000,우,내측,중거리
46,4603,11월 후반,시모츠키 스테이크스,,OP,도쿄,더트,1400,좌,,단거리
46,4604,11월 후반,후쿠시마 민유컵,,OP,후쿠시마,더트,1700,우,,마일
46,4605,11월 후반,캐피털 스테이크스,,OP,도쿄,잔디,1600,좌,,마일
46,4606,11월 후반,오텀리프 스테이크스,,OP,교토,더트,1200,우,,단거리
46,4607,11월 후반,마일 챔피언십,,G1,교토,잔디,1600,우,외측,마일
46,4608,11월 후반,재팬컵,,G1,도쿄,잔디,2400,좌,,중거리
47,4701,12월 전반,스테이어스 스테이크스,,G2,나카야마,잔디,3600,우,내측,장거리
47,4702,12월 전반,챌린지컵,,G3,한신,잔디,2000,우,내측,중거리
47,4703,12월 전반,중일신문배,,G3,츄쿄,잔디,2000,좌,,중거리
47,4704,12월 전반,카펠라 스테이크스,,G3,나카야마,더트,1200,우,,단거리
47,4705,12월 전반,터콰이즈 스테이크스,,G3,나카야마,잔디,1600,우,외측,마일
47,4706,12월 전반,라피스라줄리 스테이크스,,OP,나카야마,잔디,1200,우,외측,단거리
47,4707,12월 전반,시와스 스테이크스,,OP,나카야마,더트,1800,우,,마일
47,4708,12월 전반,리겔 스테이크스,,OP,한신,잔디,1600,우,외측,마일
47,4709,12월 전반,탄자나이트 스테이크스,,OP,한신,잔디,1200,우,내측,단거리
47,4710,12월 전반,디셈버 스테이크스,,OP,나카야마,잔디,1800,우,내측,마일
47,4711,12월 전반,챔피언스컵,,G1,츄쿄,더트,1800,좌,,마일
48,4801,12월 후반,한신컵,,G2,한신,잔디,1400,우,내측,단거리
48,4802,12월 후반,갤럭시 스테이크스,,OP,한신,더트,1400,우,,
48,4803,12월 후반,베텔게우스 스테이크스,,OP,한신,더트,1800,우,,
48,4804,12월 후반,아리마 기념,,G1,나카야마,잔디,2500,우,내측,장거리
48,4805,12월 후반,도쿄 대상전,,G1,Oi,더트,2000,우,,중거리
49,4901,1월 전반,닛케이 신춘배,,G2,교토,잔디,2400,우,외측,중거리
49,4902,1월 전반,교토 금배,,G3,교토,잔디,1600,우,외측,마일
49,4903,1월 전반,나카야마 금배,,G3,나카야마,잔디,2000,우,내측,중거리
49,4904,1월 전반,아이치배,,G3,츄쿄,잔디,2000,좌,,중거리
49,4905,1월 전반,만요 스테이크스,,OP,교토,잔디,3000,우,외측,长
49,4906,1월 전반,요도단거리 스테이크스,,OP,교토,잔디,1200,우,내측,단거리
49,4907,1월 전반,폴룩스 스테이크스,,OP,나카야마,더트,1800,우,,마일
49,4908,1월 전반,제너어리 스테이크스,,OP,나카야마,더트,1200,우,,단거리
49,4909,1월 전반,뉴이어 스테이크스,,OP,나카야마,잔디,1600,우,외측,마일
49,4910,1월 전반,카반클 스테이크스,,OP,나카야마,잔디,1200,우,외측,단거리
50,5001,1월 후반,도카이 스테이크스,,G2,츄쿄,더트,1800,좌,,마일
50,5002,1월 후반,아메리칸 조키클럽컵,,G2,나카야마,잔디,2200,우,외측,중거리
50,5003,1월 후반,실크로드 스테이크스,,G3,교토,잔디,1200,우,내측,단거리
50,5004,1월 후반,네기시 스테이크스,,G3,도쿄,더트,1400,좌,,단거리
50,5005,1월 후반,스바루 스테이크스,,OP,교토,더트,1400,우,,단거리
50,5006,1월 후반,시라후지 스테이크스,,OP,도쿄,잔디,2000,좌,,중거리
51,5101,2월 전반,교토 기념,,G2,교토,잔디,2200,우,외측,중거리
51,5102,2월 전반,도쿄신문배,,G3,도쿄,잔디,1600,좌,,마일
51,5103,2월 전반,야마토 스테이크스,,OP,교토,더트,1200,우,,단거리
51,5104,2월 전반,라쿠요 스테이크스,,OP,교토,잔디,1600,우,외측,마일
51,5105,2월 전반,알데바란 스테이크스,,OP,교토,더트,1900,우,,마일
51,5106,2월 전반,발렌타인 스테이크스,,OP,도쿄,더트,1400,좌,,단거리
52,5201,2월 후반,나카야마 기념,,G2,나카야마,잔디,1800,우,내측,마일
52,5202,2월 후반,교토 우준소녀 기념,,G3,교토,잔디,1400,우,외측,단거리
52,5203,2월 후반,다이아몬드 스테이크스,,G3,도쿄,잔디,3400,좌,,장거리
52,5204,2월 후반,고쿠라 대상전,,G3,Kokura,잔디,1800,우,,마일
52,5205,2월 후반,한큐배,,G3,한신,잔디,1400,우,내측,단거리
52,5206,2월 후반,소부 스테이크스,,OP,나카야마,더트,1800,우,,마일
52,5207,2월 후반,기타큐슈단거리 스테이크스,,OP,코쿠라,잔디,1200,우,,단거리
52,5208,2월 후반,페브러리 스테이크스,,G1,도쿄,더트,1600,좌,,마일
53,5301,3월 전반,킨샤치상,,G2,츄쿄,잔디,2000,좌,,중거리
53,5302,3월 전반,오션 스테이크스,,G3,나카야마,잔디,1200,우,외측,단거리
53,5303,3월 전반,나카야마 우준소녀 기념,,G3,나카야마,잔디,1800,우,내측,마일
53,5304,3월 전반,오사카조 스테이크스,,OP,한신,잔디,1800,우,외측,마일
53,5305,3월 전반,폴라리스 스테이크스,,OP,한신,더트,1400,우,,단거리
53,5306,3월 전반,인천 스테이크스,,OP,한신,더트,2000,우,,중거리
53,5307,3월 전반,동풍 스테이크스,,OP,나카야마,잔디,1600,우,외측,마일
54,5401,3월 후반,한신 대상전,,G2,한신,잔디,3000,우,내측,장거리
54,5402,3월 후반,닛케이상,,G2,나카야마,잔디,2500,우,내측,장거리
54,5403,3월 후반,마치 스테이크스,,G3,나카야마,더트,1800,우,,마일
54,5404,3월 후반,치바 스테이크스,,OP,나카야마,더트,1200,우,,단거리
54,5405,3월 후반,롯코 스테이크스,,OP,한신,잔디,1600,우,외측,마일
54,5406,3월 후반,타카마츠노미야 기념,,G1,츄쿄,잔디,1200,좌,,단거리
54,5407,3월 후반,오사카배,,G1,한신,잔디,2000,우,내측,중거리
55,5501,4월 전반,한신 우준소녀 기념,,G2,한신,잔디,1600,우,외측,마일
55,5502,4월 전반,더비 백작 챌린지,,G3,나카야마,잔디,1600,우,외측,마일
55,5503,4월 전반,안타레스 기념,,G3,한신,더트,1800,우,,마일
55,5504,4월 전반,코랄 스테이크스,,OP,한신,더트,1400,우,,단거리
55,5505,4월 전반,케이요 스테이크스,,OP,나카야마,더트,1200,우,,단거리
55,5506,4월 전반,춘뢰 스테이크스,,OP,나카야마,잔디,1200,우,외측,단거리
55,5507,4월 전반,후쿠시마 민포배,,OP,후쿠시마,잔디,2000,우,,중거리
55,5508,4월 전반,아즈마코후지 스테이크스,,OP,후쿠시마,더트,1700,우,,마일
56,5601,4월 후반,마일배,,G2,교토,잔디,1600,우,외측,마일
56,5602,4월 후반,마츠나미 우준소녀 기념,,G3,후쿠시마,잔디,1800,우,,마일
56,5603,4월 후반,오아시스 스테이크스,,OP,도쿄,더트,1600,좌,,마일
56,5604,4월 후반,텐노잔 스테이크스,,OP,교토,더트,1200,우,,단거리
56,5605,4월 후반,텐노상 (봄),,G1,교토,잔디,3200,우,외측,장거리
57,5701,5월 전반,케이오배 스프링컵,,G2,도쿄,잔디,1400,좌,,단거리
57,5702,5월 전반,니이가타 대상전,,G3,니이가타,잔디,2000,좌,외측,중거리
57,5703,5월 전반,타니가와다케 스테이크스,,OP,니이가타,잔디,1600,좌,외측,마일
57,5704,5월 전반,메트로폴리탄 스테이크스,,OP,도쿄,잔디,2400,좌,,중거리
57,5705,5월 전반,쿠라마 스테이크스,,OP,교토,잔디,1200,우,내측,단거리
57,5706,5월 전반,브릴리언트 스테이크스,,OP,도쿄,더트,2100,좌,,중거리
57,5707,5월 전반,미야코오지 스테이크스,,OP,교토,잔디,1800,우,외측,마일
57,5708,5월 전반,리토 스테이크스,,OP,교토,더트,1400,우,,단거리
57,5709,5월 전반,빅토리아 마일,,G1,도쿄,잔디,1600,좌,,마일
58,5801,5월 후반,메구로 기념,,G2,도쿄,잔디,2500,좌,,장거리
58,5802,5월 후반,헤이안 스테이크스,,G3,교토,더트,1900,우,,중거리
58,5803,5월 후반,메이 스테이즈,,OP,도쿄,잔디,1800,좌,,마일
58,5804,5월 후반,위타천 스테이크스,,OP,니이가타,잔디,1000,Straight,,단거리
58,5805,5월 후반,느티나무 스테이크스,,OP,도쿄,더트,1400,좌,,단거리
58,5806,5월 후반,아즈치조 스테이크스,,OP,교토,잔디,1400,우,외측,단거리
59,5901,6월 전반,머메이드 스테이크스,,G3,한신,잔디,2000,우,내측,중거리
59,5902,6월 전반,텐포잔 스테이크스,,OP,한신,더트,1400,우,,단거리
59,5903,6월 전반,슬레이프닐 스테이크스,,OP,도쿄,더트,2100,좌,,중거리
59,5904,6월 전반,야스다 기념,,G1,도쿄,잔디,1600,좌,,마일
59,5905,6월 전반,나루오 기념,,G3,한신,잔디,2000,우,내측,중거리
59,5906,6월 전반,엡솜컵,,G3,도쿄,잔디,1800,좌,,마일
60,6001,6월 후반,아할테케 스테이크스,,OP,도쿄,더트,1600,좌,,마일
60,6002,6월 후반,요나고 스테이크스,,OP,한신,잔디,1600,우,외측,마일
60,6003,6월 후반,오누마 스테이크스,,OP,하코다테,더트,1700,우,,마일
60,6004,6월 후반,파라다이스 스테이크스,,OP,도쿄,잔디,1400,좌,,단거리
60,6005,6월 후반,산노미야 스테이크스,,OP,한신,더트,1800,우,,마일
60,6006,6월 후반,타카라즈카 기념,,G1,한신,잔디,2200,우,내측,중거리
60,6007,6월 후반,하코다테 스프린트 스테이크스,,G3,하코다테,잔디,1200,우,,단거리
60,6008,6월 후반,제왕상,,G1,Oi,더트,2000,우,,중거리
61,6101,7月前,프로키온 스테이크스,,G3,츄쿄,더트,1400,좌,,단거리
61,6102,7月前,토모에상,,OP,하코다테,잔디,1800,우,,마일
61,6103,7月前,마린 스테이크스,,OP,하코다테,잔디,1700,우,,마일
61,6104,7月前,메이테츠배,,OP,츄쿄,더트,1800,좌,,마일
61,6105,7月前,CBC상,,G3,츄쿄,잔디,1200,좌,,단거리
61,6106,7月前,타나바타상,,G3,후쿠시마,잔디,2000,우,,중거리
61,6107,7月前,하코다테 기념,,G3,하코다테,잔디,2000,우,,중거리
62,6201,7월 후반,퀸 스테이크스,,G3,삿포로,잔디,1800,우,,마일
62,6202,7월 후반,후쿠시마 테레비 오픈,,OP,후쿠시마,잔디,1200,우,,단거리
62,6203,7월 후반,츄쿄 기념,,G3,츄쿄,잔디,1600,좌,,마일
62,6204,7월 후반,아이비스 서머 대시,,G3,니이가타,잔디,1000,Straight,,단거리
63,6301,8월 전반,엘름 스테이크스,,G3,삿포로,더트,1700,우,,마일
63,6302,8월 전반,삿포로 닛케이 오픈,,OP,삿포로,잔디,2600,우,,장거리
63,6303,8월 전반,UHB상,,OP,삿포로,잔디,1200,우,,단거리
63,6304,8월 전반,아소 스테이크스,,OP,코쿠라,더트,1700,우,,마일
63,6305,8월 전반,칸에츠 스테이크스,,OP,니이가타,잔디,1700,좌,외측,마일
63,6306,8월 전반,코쿠라 기념,,G3,Kokura,잔디,2000,우,,중거리
63,6307,8월 전반,세키야 기념,,G3,니이가타,잔디,1600,좌,외측,마일
64,6401,8월 후반,NST상,,OP,니이가타,더트,1800,좌,,마일
64,6402,8월 후반,BSN상,,OP,니이가타,더트,1200,좌,,단거리
64,6403,8월 후반,코쿠라 닛케이 스테이크스,,OP,코쿠라,잔디,1800,우,,마일
64,6404,8월 후반,토키 스테이크스,,OP,니이가타,잔디,1400,좌,내측,단거리
64,6405,8월 후반,삿포로 기념,,G2,삿포로,잔디,2000,우,,중거리
64,6406,8월 후반,기타큐슈 기념,,G3,Kokura,잔디,1200,우,,단거리
64,6407,8월 후반,킨랜드컵,,G3,삿포로,잔디,1200,우,,단거리
65,6501,9월 전반,센타우르 스테이크스,,G2,한신,잔디,1200,우,내측,단거리
65,6502,9월 전반,니이가타 기념,,G3,니이가타,잔디,2000,좌,외측,중거리
